CfC Life Assurance Limited,"1,515",962
The Heritage Insurance Company Limited,"1,281",798
CfC Stanbic Holdings Limited,"3,401","1,670"
Stanbic Bank Uganda Limited,"7,581","2,919"
Stanbic Bank Tanzania Limited,"301,336","300,830"
Standard Bank Mauritius Limited,-,22
Standard Bank of South Africa Limited,"535,154","364,452"
Stanbic Bank Zambia Limited,704,109
Stanbic Bank Malawi Limited,139,-
Standard Bank s.a.r.l. (Mozambique),10,10
Stanbic Bank Lesotho,-,(183)
Standard Bank London Holdings Plc,-,754
STANLIB Kenya Limited,"22,286","91,077"
Standard Bank Swaziland Limited,425,-
Standard Bank RDC s.a.r.l,26,-
Standard Bank de Angola S.A.,513,-
Stanbic Insurance Agency Limited,"11,345",-
Standard Advisory London Limited,241,-
,"885,958","763,420"
,"(281,379)",
,"604,578",
