"Financial
assets","Financial assets at
fair value through
profit or loss","Financial assets designated at fair value
through profit or loss: Quoted shares"
,"Loans and
receivables",Long-term restricted investments
,,Trade and other receivables
,,Due from related company
,,Short-term restricted cash and investments
,,Cash and cash equivalents
,,Fixed deposits
,"Held-to-maturity
investments","Investment securities - debt securities:
Government securities
Corporate bonds"
"Financial
liabilities","Financial liabilities
at amortised cost",Tenant deposits
,,Trade and other payables
,,Dividends payable
,,Due to structured entity
,,Trading members’ contributions
