SSTTATAEMTEENMT OEFN CHTA NOGFES CINH EQAUNITYGES IN EQUITY,Column,Column,Column,Column
,Issued,Share,Retained,Total
,capital,premium,earnings,equity
,"(Note 19)
Ushs million","(Note 20)
Ushs million",Ushs million,Ushs million
At 1 January 2012,"2 2,870",-,"8 4,297","1 07,167"
"Profit for the year - - 5 7,110 5 7,110
Other comprehensive income, net of tax - - - -",,,,
"Total comprehensive income, net of tax",-,-,"5 7,110","5 7,110"
Issue of shares: public,"4 ,235","6 3,927",-,"6 8,162"
Issue of shares: directors and employees,4 19,"6 ,322",-,"6 ,741"
Issue of shares: employee share grant scheme,2 24,"3 ,379",-,"3 ,603"
Share issue costs,-,"( 3,336)",-,"( 3,336)"
At 31 December 2012,"2 7,748","7 0,292","1 41,407","2 39,447"
At 1 January 2013,"2 7,748","7 0,292","1 41,407","2 39,447"
"Profit for the year - - 8 3,667 8 3,667
Other comprehensive income, net of tax - - - -",,,,
"Total comprehensive income, net of tax",-,-,"8 3,667","8 3,667"
Dividends paid,-,-,"(37,349)","( 37,349)"
At 31 December 2013,"2 7,748","7 0,292","1 87,725","2 85,765"
