Projects under Feasibility Study,Column,Column,Column
,Project,MW,Expected Completion Date
1 a),Marsabit Wind Phase I,100,2025
1 b),Marsabit Wind Phase II,200,2028
2,Brine Power Production,15,2027
3,Pumped Hydro power,300,2027
4,GOGO Upgrade,12,2024
6,Raising Masinga,81GWh,2023
7,Karura Hydro Power Plant,90,2026
8,LNG Plant,200,2024
9,Waste to Energy,30,2022
10,Olkaria VII,140,2027
11,Eburru 2,25,2024
,Total,"1,112",
Projects under Concept Phase,,,
,Project,MW,Expected Completion Date
1,Olkaria VIII,140,2033
2,Olkaria IX,140,2035
3,Floating Solar,TBD,TBD
4,Battery Storage,50,TBD
,Total,330,
,Grand Total,"1,921.25",
