"1,037,369",-,"1,037,369",-
"4,054,000","1,019,500","4,054,000","1,019,500"
"158,763","41,195","158,763","41,195"
"(555,524)","(17,197)","(555,524)","(17,197)"
"387,328","(6,129)","387,328","(6,129)"
"5,081,936","1,037,369","5,081,936","1,037,369"
"1,396,978","1,970,154","1,396,978","1,970,154"
"51,896","94,555","51,896","94,555"
"(620,328)","(662,386)","(620,328)","(662,386)"
"71,232","(5,345)","71,232","(5,345)"
"899,778","1,396,978","899,778","1,396,978"
"998,485","1,047,856","483,165","515,253"
"11,176","19,968","13,133","20,801"
"(116,440)","(50,650)","(74,928)","(50,650)"
"56,587","(18,689)","35,859","(2,239)"
"949,808","998,485","457,229","483,165"
"14,974,811","5,499,232","14,482,232","4,983,912"
-,"531,111",-,"531,111"
-,-,,
-,805,-,805
-,"(530,457)",-,"(530,457)"
-,"(1,459)",-,"(1,459)"
-,-,-,-
"7,766","10,783",-,-
"19,798,455","11,356,847","18,521,027","9,741,233"
