Stage 1,Stage 2,Stage 3,Column,Column
12-month ECL,Lifetime ECL,Lifetime ECL,POCI,Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"728,146","1,334,922","8,348,257",-,"10,411,325"
"8,381","(7,199)","(1,182)",-,-
"(29,774)","30,089",(315),-,-
"(109,612)","(204,210)","313,822",-,-
-,-,"(1,732,382)",-,"(1,732,382)"
"215,019","703,936","477,019",-,"1,395,974"
"(407,750)","(575,057)","(1,937,993)",-,"(2,920,800)"
"(18,673)","6,286","(41,500)",-,"(53,887)"
"243,119","(99,725)","4,307,676",-,"4,451,070"
"628,856","1,189,042","9,733,402",-,"11,551,300"
