2013,2012,2013,2012
Shs’000,Shs’000,Shs’000,Shs’000
"17,179,061","16,579,014","12,124,436","12,682,015"
"(6,029,770)","(7,332,628)","(4,131,703)","(5,815,545)"
"11,149,291","9,246,386","7,992,733","6,866,470"
"2,033,068","1,791,959","1,111,386","985,720"
"1,223,278","1,186,297","796,330","810,445"
"93,646","95,785","77,731","68,417"
"14,499,283","12,320,427","9,978,180","8,731,052"
"(6,222,779)","(5,188,686)","(3,673,299)","(3,062,600)"
"(898,812)","(984,696)","(594,069)","(879,606)"
"7,377,692","6,147,045","5,710,812","4,788,846"
"3,964","2,149",-,-
"(146,653)","(121,295)","(144,416)","(119,183)"
"7,235,003","6,027,899","5,566,396","4,669,663"
"(2,004,249)","(1,959,921)","(1,508,499)","(1,600,970)"
"5,230,754","4,067,978","4,057,897","3,068,693"
"4,756,635","3,627,766","4,057,897","3,068,693"
"474,119","440,212",-,-
"5,230,754","4,067,978","4,057,897","3,068,693"
21.61,17.44,18.44,14.75
"462,210","418,190","462,210","418,190"
