-,-,-,-
"1,019,500",-,"1,019,500",-
"41,195",-,"41,195",-
"(17,197)",-,"(17,197)",-
"(6,129)",-,"(6,129)",-
"1,037,369",-,"1,037,369",-
"1,970,154","2,557,954","1,970,154","2,557,954"
"94,555","117,834","94,555","117,834"
"(662,386)","(666,470)","(662,386)","(666,470)"
"(5,345)","(39,164)","(5,345)","(39,164)"
"1,396,978","1,970,154","1,396,978","1,970,154"
"1,047,856","1,039,955","515,253","520,116"
"19,968","22,207","20,801","19,728"
"(50,650)","(18,203)","(50,650)","(18,203)"
"(18,689)","3,897","(2,239)","(6,388)"
"998,485","1,047,856","483,165","515,253"
"5,499,232","5,850,481","4,983,912","4,047,178"
"531,111","4,165,788","531,111","4,165,788"
-,"509,750",-,"509,750"
805,"128,783",805,"128,783"
"(530,457)","(4,200,074)","(530,457)","(4,200,074)"
"(1,459)","(73,136)","(1,459)","(73,136)"
-,"531,111",-,"531,111"
"10,783","14,262",-,-
"11,356,847","14,693,994","9,741,233","10,441,306"
