"68,998,414","63,106,751","64,176,364","52,877,828","4,199,918","3,720,238"
"58,715,527","53,877,361","53,579,994","43,867,695","2,654,599","2,378,146"
"10,282,887","9,229,390","10,596,370","9,010,133","1,545,319","1,342,092"
"68,998,414","63,106,751","64,176,364","52,877,828","4,199,918","3,720,238"
"4,861,417","4,268,944","4,437,632","4,094,906","388,763","297,270"
"834,050","664,356","1,009,614","436,948","155,306","104,571"
"(311,435)","(327,020)","(91,243)","11,935","(6,386)","5,703"
"522,615","337,336","918,371","448,883","148,920","110,274"
"179,361","115,774","301,382","147,310","24,319","18,008"
-,"38,136",-,-,-,-
"1,740,206","4,693,379","(5,181,058)","6,442,140","(523,887)","899,513"
"(278,099)","(1,074,946)","(277,074)","(145,258)","(21,753)","(32,504)"
"(526,143)","(792,928)","(420,675)","(340,925)",(681),"(16,918)"
"935,964","2,825,505","(5,878,807)","5,955,957","(546,321)","850,091"
"8,049,143","4,639,384","12,534,831","6,181,812","187,407","(708,426)"
"358,360","584,255","875,146","397,062","(3,317)","45,742"
"9,343,467","8,049,144","7,531,170","12,534,831","(362,231)","187,407"
