Column,Stage 1,Stage 2,Stage 3,Column,Column
,12-month ECL,Lifetime ECL,Lifetime ECL,POCI,Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,"114,720,904","29,747,534","10,752,208",-,"155,220,646"
,"1,421,302","(1,587,390)","166,088",-,-
,"(1,326,178)","1,338,787","(12,609)",-,-
,"(135,304)","(4,667,704)","4,803,008",-,-
,"58,881,751","12,720,417","4,295,683",-,"75,897,851"
,"(50,498,894)","(20,526,128)","(227,158)",-,"(71,252,180)"
,-,-,"(597,249)",-,"(597,249)"
,"4,772,462","1,338,787","102,706",-,"6,213,955"
,"127,836,043","18,364,303","19,282,677",-,"165,483,023"
,"728,146","1,334,923","8,348,257",-,"10,411,326"
,"127,107,897","17,029,380","10,934,420",-,"155,071,697"
Other financial assets,,,,,
,"10,675,684",-,-,-,"10,675,684"
,"(7,784)",-,-,-,"(7,784)"
,"10,667,900",-,-,-,"10,667,900"
,"111,118,568",-,-,-,"111,118,568"
