"55,074,445","56,043,563","47,395,502","43,952,562","3,499,801","3,034,581"
"46,664,653","48,178,688","39,517,259","36,637,784","2,318,781","1,917,103"
"8,409,792","7,864,875","7,878,243","7,314,778","1,181,021","1,117,478"
"55,074,445","56,043,563","47,395,502","43,952,562","3,499,802","3,034,581"
"4,543,468","4,292,357","3,635,904","3,487,780","292,617","261,256"
"1,159,014","1,029,744","582,501","459,779","143,152","133,996"
"(327,873)","(346,841)","(49,353)","(31,641)","(3,667)","(7,669)"
"831,141","682,903","533,148","428,138","139,485","126,327"
"285,248","234,372","174,963","140,502","22,778","20,629"
"38,294","39,565",-,-,-,-
