Column,Column,Column,Column,Column,Furniture,Column,Column
,Leasehold,,Leasehold,Motor,fittings &,Work in,
,land,Buildings,improvements,vehicles,equipment,progress,Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,"1,022,751","2,320,159","229,780","3,009","858,710","325,234","4,759,643"
,-,-,836,-,"220,964","173,443","395,243"
,-,-,-,-,"299,206","(299,206)",-
,-,-,-,-,"(1,746)","22,703","20,957"
,-,-,-,-,-,"(29,979)","(29,979)"
,-,-,(231),-,"(159,816)",-,"(160,047)"
,-,-,231,-,"156,904",-,"157,135"
,"(18,724)","(36,348)","(65,977)","(2,838)","(416,282)",-,"(540,169)"
,"1,004,027","2,283,811","164,639",171,"957,940","192,195","4,602,783"
,"1,060,199","2,392,820","758,407","100,687","3,665,532","192,195","8,169,840"
,"(56,172)","(109,009)","(593,768)","(100,516)","(2,707,592)",-,"(3,567,057)"
,"1,004,027","2,283,811","164,639",171,"957,940","192,195","4,602,783"
"At 31 December 2019
Cost
Revaluation surplus
Cost or valuation",,,,,,,
,"430,251","1,914,417","758,407","100,687","3,665,532","192,195","7,061,489"
,"629,948","478,403",-,-,-,-,"1,108,351"
,"1,060,199","2,392,820","758,407","100,687","3,665,532","192,195","8,169,840"
