"25,983,424","27,218,903","14,831,865","18,238,378"
"147,119,743","130,925,571","111,118,568","98,180,149"
"19,945,900","8,320,531","10,667,900","1,557,300"
"208,592,888","199,089,371","154,998,068","149,501,314"
-,"18,029",-,-
"2,666,410","2,439,622","1,475,884","1,433,481"
"721,250","1,421,566","397,282","1,114,729"
"6,436,930","6,030,321","4,288,886","4,602,783"
"173,372","173,372",-,-
"3,640,987","3,430,300","1,867,738","1,919,046"
"1,237,081","851,554","557,959","140,488"
"7,168,949","4,726,025","4,979,763","3,297,177"
"1,258,198","1,518,389","1,252,570","1,513,048"
"108,902","66,632","5,752,702","5,752,702"
"425,054,034","386,230,186","312,189,185","287,250,595"
"298,166,604","280,186,953","207,984,496","199,489,226"
"29,969,001","22,453,859","27,063,578","21,549,148"
"4,243,587","3,479,417","1,994,949","1,893,221"
"19,798,455","11,356,847","18,521,027","9,741,233"
"4,562,255","4,237,765","2,593,221","2,576,389"
"356,739,902","321,714,841","258,157,271","235,249,217"
"1,118,409","1,118,409","1,118,409","1,118,409"
"9,006,569","9,006,569","9,006,569","9,006,569"
"51,002,806","47,483,370","43,231,351","40,156,523"
"789,473","1,062,649",-,-
"53,331","(575,081)","675,585","964,951"
-,"754,926",-,"754,926"
"61,970,588","58,850,842","54,031,914","52,001,378"
"6,343,544","5,664,503",-,-
"68,314,132","64,515,345","54,031,914","52,001,378"
"425,054,034","386,230,186","312,189,185","287,250,595"
