DIAMOND TRUST BANK KENYA LIMITED,Column,Column,Column
Top ten shareholders as at 31 December 2024,,,
,NAME,NO OF SHARES,% HOLDING
,Aga Khan Fund For Economic Development S.A.,"46,130,236 16.50",
2,Habib Bank Limited,"45,159,849",16.15
,Jubilee Life Insurance Limited,"16,496,412 5.90",
4,Jubilee Holdings Limited,"11,312,727",4.05
,Stanbic Nominees Ltd A/C Nr1031461,"8,218,539 2.94",
6,Acacia Partners L.P.,"7,369,920",2.64
,Standard Chartered Nominee A/C Ke004667,"7,100,900 2.54",
8,Standard Chartered Nominee RESD A/C Ke11443,"4,677,008",1.67
,The Diamond Jubilee Investment Trust (U) Limited,"3,838,436 1.37",
10,Investment & Mortgages Nominees Ltd A/C 003745,"3,100,000",1.11
,Investment & Mortgages Nominees Ltd A/C 003746,"3,100,000 1.11",
