Stage 1,Stage 2,Stage 3,Column,Column
12-month ECL,Lifetime ECL,Lifetime ECL,POCI,Total
Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"160,369,124","32,363,555","13,604,728",-,"206,337,407"
"1,371,829","(1,777,263)","405,434",-,-
"(2,230,525)","2,243,134","(12,609)",-,-
"(561,902)","(4,851,431)","5,413,333",-,-
"68,712,254","16,913,896","4,486,560",-,"90,112,710"
"(76,084,423)","(22,736,049)","(531,943)",-,"(99,352,415)"
-,-,"(2,262,185)",-,"(2,262,185)"
"22,509,885","1,538,463","2,231,986",-,"26,280,334"
"174,086,242","23,694,305","23,335,304",-,"221,115,851"
"1,137,722","1,642,666","9,640,696",-,"12,421,084"
"172,948,520","22,051,639","13,694,608",-,"208,694,767"
