"27,691,259","5,820,189","6,152,222","403,217","40,066,887",-,"40,066,887"
"5,808,716","1,632,689","1,119,445","61,433","8,622,283",-,"8,622,283"
"33,499,975","7,452,878","7,271,667","464,650","48,689,170",-,"48,689,170"
-,-,-,"16,963","16,963",-,"16,963"
"(313,327)",-,"(36,583)",-,"(349,910)",-,"(349,910)"
"11,551","1,158","16,714",723,"30,146","(30,146)",-
"33,198,199","7,454,036","7,251,798","482,336","48,386,369","(30,146)","48,356,223"
"(13,293,875)","(1,643,601)","(2,160,553)","(81,761)","(17,179,790)",-,"(17,182,767)"
"(7,456,138)","(2,667,405)","(2,833,170)","(183,730)","(13,140,443)",-,"(13,140,443)"
"(27,169)",(370),"(2,607)",-,"(30,146)","30,146",-
"(822,224)","(507,889)","(436,442)","(33,265)","(1,799,820)",-,"(1,799,820)"
"(4,949,087)","(1,292,834)","(448,327)","(20,989)","(6,711,237)",-,"(6,711,237)"
"(26,548,493)","(6,112,099)","(5,881,099)","(319,745)","(38,861,436)","30,146","(38,831,290)"
"6,649,706","1,341,937","1,370,699","162,591","9,524,933",-,"9,524,933"
"(2,134,109)","(478,771)","(124,054)","5,879","(2,731,055)",-,"(2,731,055)"
"4,515,597","863,166","1,246,645","168,470","6,793,878",-,"6,793,878"
"359,364,112","88,882,099","81,089,567","4,943,757","534,279,535","(7,296,266)","526,983,269"
"303,036,038","76,180,581","68,756,618","3,151,035","451,124,272","(1,802,705)","449,321,567"
