Column,Group,Column,Column,Column,Column,Column
,2019,,,2018,,
,"Gross
revenue","Reinsurance
ceded",Net revenue,"Gross
revenue","Reinsurance
ceded",Net revenue
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
Insurance business – premium,,,,,,
Long term insurance business,,,,,,
- Ordinary life,"11,802,637","(5,686)","11,796,951","9,526,974","(24,524)","9,502,450"
- Group life,"2,039,140","(248,950)","1,790,190","2,306,431","(203,491)","2,102,940"
Total long term business,"13,841,777","(254,636)","13,587,141","11,833,405","(228,015)","11,605,390"
Short term insurance business,,,,,,
- Engineering,"764,625","(703,023)","61,602","592,209","(490,191)","102,018"
- Fire,"1,405,994","(949,404)","456,590","1,357,124","(872,079)","485,045"
- Motor,"4,420,136","(330,786)","4,089,350","4,305,511","(305,816)","3,999,695"
- Personal accident and medical,"3,971,185","(757,985)","3,213,200","3,870,716","(560,855)","3,309,861"
- Micro insurance,"769,490",(29),"769,461","689,516",29,"689,545"
- Other classes,"1,958,663","(1,026,115)","932,548","1,676,630","(806,524)","870,106"
Total short term business,"13,290,093","(3,767,342)","9,522,751","12,491,706","(3,035,436)","9,456,270"
Total insurance revenue,"27,131,870","(4,021,978)","23,109,892","24,325,111","(3,263,451)","21,061,660"
"Asset management and property
management business",,,,,,
- Unit trust funds,"116,484",-,"116,484","120,300",-,"120,300"
"- Discretionary and wealth
management","382,557",-,"382,557","420,867",-,"420,867"
- Alternative investments,"36,373",-,"36,373","119,946",-,"119,946"
"Total asset and property
management business","535,414",-,"535,414","661,113",-,"661,113"
Total,"27,667,284","(4,021,978)","23,645,306","24,986,224","(3,263,451)","21,722,773"
