Column,Group,Column,Company,Column
,31 Dec 2019,31 Dec 2018,31 Dec 2019,31 Dec 2018
,Carrying,Carrying,Carrying,Carrying
,values,values,values,values
,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
Liabilities,,,,
Insurance contract liabilities,"33,784,402","28,221,461",-,-
Amounts payable under deposit administration contracts,"42,515,955","34,174,911",-,-
Liabilities under investment Contracts,"3,002,141","3,003,325",-,-
Creditors arising out of reinsurance arrangements,"1,319,214","1,252,887",-,-
Borrowings:,,,,
- Bank loan,"375,000","1,160,000","375,000","1,160,000"
- Other borrowings,"1,382,952","1,400,488","485,654",-
Interest payable,"594,764","226,373","1,274","14,807"
Other payables,"2,886,175","2,726,947","114,359","311,649"
Total financial liabilities,"85,860,603","72,166,392","976,287","1,486,456"
Assets held for managing liquidity risk,,,,
Cash and cash equivalents,"7,575,311","6,721,401","1,458,153","1,310,542"
Financial assets at fair value through profit or loss,"57,751,830","39,281,935","4,478,722","3,159,349"
Financials assets at Amortised costs,"15,679,639","16,157,018",-,-
Financial assets at fair value through other comprehensive income,"7,231,563","4,710,653","4,759,746","3,100,508"
Loans and receivables,"6,499,346","7,475,636","874,170","1,271,735"
Total assets,"94,737,689","74,346,643","11,570,791","8,842,134"
Liquidity gap,"8,877,086","2,180,251","10,594,504","7,355,678"
