Category (as defined by IFRS 9),Column,Class (as determined by the Group),Column,Subclasses
Financial assets,"Fair value through profit or
loss (FVPL)",Financial assets held for trading,"Investment in debt
securities",
,,,Derivative assets,
,Amortised cost,Loans and advances to banks,,
,,Due from group companies,,
,,"Loans and advances to
customers",Loans to individuals,Overdrafts
,,,,Credit cards
,,,,Term loans
,,,,Mortgages
,,,"Loans to corporate
entities","Large corporate
customers"
,,,,SMEs
,,,,Others
,,Items in course of collection,,
,,Cash and balances with Central Bank of Kenya,,
,"Fair value through other
comprehensive income
(FVOCI)",Investment in debt securities,,
"Financial
liabilities","Financial liabilities at
amortised cost",Deposits from banks,,
,,Deposits from customers,Retail customers,-
,,,"Large corporate
customers",-
,,,SMEs,-
,,Items in course of collection,,
,,Borrowings,,
,,Due to group companies,,
,,Other liabilities,,
"Off-balance
sheet financial
instruments",Loan commitments,,,
,"Guarantees, acceptances and other financial liabilities",,,
