GROUP,Column,Column,Column
YEAR 2019,Gross,Reinsurance,Net
,KShs’000,KShs’000,KShs’000
As at 1 January 2019,"6,785,111","(782,165)","6,002,946"
Movement,"(183,269)","385,506","202,327"
As at 31 December 2019,"6,601,842","(396,659)","6,205,183"
YEAR 2018,,,
As at 1 January 2018,"5,980,320","(288,804)","5,691,516"
Movement,"804,791","(493,361)","311,430"
As at 31 December 2018,"6,785,111","(782,165)","6,002,946"
COMPANY,,,
YEAR 2019,,,
As at 1 Jan 2019,"6,245,803","(691,963)","5,553,840"
Movement,"(187,274)","340,325","153,051"
As at 31 Dec 2019,"6,058,529","(351,638)","5,706,891"
YEAR 2018,,,
As at 1 Jan 2018,"5,554,703","(288,804)","5,265,899"
Movement,"691,100","(403,159)","287,941"
As at 31 Dec 2018,"6,245,803","(691,963)","5,553,840"
