CONSOLIDATED STATEMENT OF CHANGES IN EQUITY FOR THE YEAR ENDED 31 DECEMBER 2024,Column,Column,Column,Column,Column,Column,Column
,"Share
capital","Revaluation
reserve","Fair value
reserve","Translation
reserve","Statutory
reserve","Retained
earnings",Total
,Ksh’000’,Ksh’000’,Ksh’000’,Ksh’000’,Ksh’000’,Ksh’000’,Ksh’000’
,"6,999,491","33,697","(619,671)","1,431,996","8,139,744","25,007,516","40,992,773"
,-,-,-,-,"445,202","4,527,925","4,973,127"
,-,"(7,389)","(345,927)","3,044,278",-,"77,882","2,768,844"
,,"(7,389)","(345,927)","3,044,278","445,202","4,605,807","7,741,971"
,-,-,-,-,-,"(559,959)","(559,959)"
,"6,999,491","26,308","(965,598)","4,476,274","8,584,946","29,053,364","48,174,785"
,"6,999,491","26,308","(965,598)","4,476,274","8,584,946","29,053,364","48,174,785"
,-,-,-,-,"1,791,207","2,645,945","4,437,152"
,-,"10,603","856,095","(2,980,303)",-,"14,067","(2,099,538)"
,-,"10,603","856,095","(2,980,303)",-,"14,067","(2,099,538)"
,-,-,-,-,-,"(839,939)","(839,939)"
,"6,999,491",-,-,-,-,"(6,999,491)",-
,"13,998,982","36,911","(109,503)","1,495,970","10,376,154","23,873,946","49,672,460"
