Column,0-30,31-90,>90,2023
,Shs’000,Shs’000,Shs’000,Shs’000
Electricity receivables,"16,137,543","3,661,865","15,899,579","35,698,986"
Prepaid fixed charge receivable,-,-,"2,523,558","2,523,558"
Other receivables,"9,407,408","574,541","25,456,431","35,438,380"
Short term deposits,"508,141",-,-,"508,141"
Bank balances,"17,922,476",-,-,"17,922,476"
Total,"43,975,568","4,236,406","43,879,568","92,091,541"
,0-30,31-90,>90,2022
,Shs’000,Shs’000,Shs’000,Shs’000
Electricity receivables,"10,796,085","2,117,631","14,388,124","27,301,840"
Prepaid fixed charge receivables,-,-,"2,586,159","2,586,159"
Other receivables,"6,930,946","642,112","20,303,751","27,876,809"
Short term deposits,"487,394",-,-,"487,394"
Bank balances,"7,592,758",-,-,"7,592,758"
Total,"25,807,183","2,759,743","37,278,034","65,844,960"
