2020,2020,2020,2019,2019,2019
"Deferred tax
assets","Through
Profit
or loss","Through
reserves","Deferred tax
assets","Through
Profit
or loss","Through
reserves"
KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
"(3,427,482)","(664,832)",-,"(2,873,034)","(284,735)",
"486,738",-,"(15,019)","498,463",-,"65,801"
"(937,774)","47,952",-,"(1,087,094)","49,701",-
"293,944","110,920",-,"183,188","45,753",-
(736),"(46,994)",-,"43,974","43,912",-
"(422,041)","19,859",,-,-,-
"(302,412)","(108,931)",-,"(81,163)","(30,585)",-
"(4,309,763)","(642,026)","(15,019)","(3,315,666)","(175,954)","65,801"
"(71,547)",-,-,"(89,904)","22,738",-
"191,773",-,-,"182,571",(430),-
"81,684",-,-,"(5,901)",(603),
"(70,839)",-,-,"14,012","1,261",-
"131,071",-,-,"100,778","22,966",-
"(4,178,692)","(642,026)","(15,019)","(3,214,888)","(152,988)","65,801"
