Stage 1,Stage 2,Stage 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
"19,056,592",-,-,"19,056,592"
"17,993,914",-,-,"17,993,914"
"(15,475,683)",-,-,"(15,475,683)"
-,-,-,-
-,-,-,-
-,-,-,-
"21,574,823",-,-,"21,574,823"
Stage 1,Stage 2,Stage 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
"328,988",,,"328,988"
"186,131",-,-,"186,131"
"(168,906)",-,-,"(168,906)"
-,-,-,-
-,-,-,-
-,-,-,-
"346,213",-,-,"346,213"
Stage 1,Stage 2,Stage 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
"489,853",-,-,"489,853"
"641,924",-,-,"641,924"
"(87,969)",,-,"(87,969)"
-,-,-,-
-,-,-,-
-,-,-,-
"1,043,808",-,-,"1,043,808"
Stage 1,Stage 2,Stage 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
"19,164",-,-,"19,164"
"1,605",-,-,"1,605"
(173),,-,(173)
-,-,-,-
-,-,-,-
-,-,-,-
"20,596",-,-,"20,596"
