2023,Column,Column,Column
Stage 1,Stage 2,Stage 3,
"12-month
ECL",Lifetime ECL,Lifetime ECL,Total
Shs’ 000,Shs’ 000,Shs’ 000,Shs’ 000
-,-,"497,956","497,956"
-,-,"10,321,758","10,321,758"
-,-,-,-
-,-,"10,819,714","10,819,714"
-,-,"(3,383,399)","(3,383,399)"
-,-,"7,436,315","7,436,315"
"27,817,660",-,-,"27,817,660"
-,"3,790,128",-,"3,790,128"
"27,817,660","3,790,128",,"31,607,788"
"(124,595)","(131,715)",-,"(256,310)"
"27,693,065","3,658,413",,"31,351,478"
"27,693,065","3,658,413","7,436,315","38,787,793"
