19 PROPERTYAND EQUIPMENT,Column,Column,Column,Column,Column
b) Company,,,,,
,Land,,,,
••,,••,,"Furniture,",
,,,,"fixtures,",
,,Long,,equipment,
,,leasehold,,& motor,
,Freehold,term,Buildings,vehicles,Total
,KShs'OOO,KShs'OOO,KShs'OOO,KShs'OOO,KShs'OOO
Cost or valuation,,,,,
At 1January 2000,"16,000","203,900","245,846","297,838","763,584"
Additions,,,"2,665","29,899","32,564"
Deficit on revaluation,"(9,000)","(79,900)","(76,736)",,"(165,636)"
Disposals,,,,"(14,178)","(14,178)"
At 31 December 2000,"7,000","124,000","171,775","313,559","616,334"
At cost,,,"1,775","313,559","315,334"
At valuation,"7,000","124,000","170,000",,"301,000"
Depreciation,,,,,
At 1January 2000,,,"13,380","211,357","224,737"
Charge for theyear,,,"3,238","31,459","34,697"
Write back on revaluation,,,"(14,843)",,"(14,843)"
Disposals,,,,"(13,885)","(13,885)"
At 31 December 2000,,,"1,775","228,931","230,706"
On cost,,,"1,775","228,931","230,706"
On valuation,,,,,
Net book value,,,,,
At 31 December 2000,"7,000","124,000","170,000","84,628","385,628"
"At 31 December 1999 16,000",,"203,900","232,466","86,481","538,847"
Revaluation of assets,,,,,
