Column,Year ended 31 December 2022,Column,Column,Year ended 31 December 2021,Column,Column
,Fees,"Sitting
allowance",Total,Fees,"Sitting
allowance",Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"Dr. Benson Wairegi, EBS",488,"2,878","3,366",488,"1,778","2,266"
Dr. Peter K Munga,488,842,"1,330",488,"1,323","1,811"
Anthony Omerikwa **,464,"1,264","1,728",-,-,-
Ann Kimari **,365,562,927,-,-,-
Charles Kimani Njuguna **,470,"1,053","1,523",-,-,-
Constance Gakonyo CBS,487,997,"1,484",488,"1,656","2,144"
Adan D. Mohamed *,-,-,-,266,"1,098","1,364"
Dr. Kaushik Manek EBS *,-,-,-,"4,875",-,"4,875"
Gladys Karuri *,-,-,-,200,434,634
Felister Kembi,487,"1,474","1,961",488,"1,360","1,848"
Prof. Olive Mugenda,"4,875",-,"4,875",244,758,"1,002"
,"8,124","9,070","17,194","7,537","8,407","15,944"
