Column,Year ended 31 December 2023,Column,Column,Year ended 31 December 2022,Column,Column
,Fees,"Sitting
allowance",Total,Fees,"Sitting
allowance",Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
"Prof. Olive M. Mugenda,
EBS, CBS, MGH","4,875",-,"4,875","4,875",-,"4,875"
"Dr. Benson I. Wairegi, EBS",488,"2,597","3,085",488,"2,878","3,366"
"Dr. Peter K. Munga,
EGH,CBS",488,"1,193","1,681",488,842,"1,330"
Dr. Anthony O. Omerikwa,488,"1,264","1,752",464,"1,264","1,728"
Charles K. Njuguna. *,488,211,699,470,"1,053","1,523"
Dr. Anne W. Kimari,488,983,"1,471",365,562,927
Ms. Constance Gakonyo ***,-,-,-,487,997,"1,484"
Ms. Felister W. Kembi,488,"1,334","1,822",487,"1,474","1,961"
Mr. Tom M. Gitogo **,244,351,595,-,-,-
,"8,047","7,933","15,980","8,124","9,070","17,194"
