Column,Group,Column,Company,Column
,2022,2021,2022,2021
,Kes’000,Kes’000,Kes’000,Kes’000
Gross trade receivables,"412,800","413,852","793,522","781,042"
Impaired trade receivables,"_ _(4_0_5_,_4_3_9_)","_ _(3_6_7_,_3_5_1_)","_ _(7_6_3_,_8_8_8_)","_ _(7_2_5_,_8_0_0_)"
Net trade receivables,"7,361","46,501","29,634","55,242"
Prepayments and deposits,"276,560",-,"276,560",-
Other receivables,"63,933","145,099","22,523","105,011"
Amount due from related parties (Note 34(iii),"688,308","1,095,670","688,308","1,095,670"
,"___________
1,036,162
___________
___________","___________
1,287,270
___________
___________","___________
1,017,025
___________
___________","___________
1,255,923
___________
___________"
Amount due from related parties,,,,
Gross amount due from related parties,"916,141","1,416,141","916,141","1,416,141"
Impairment,"(227,833)","(320,471)","(227,833)","(320,471)"
"Net due from related parties
(Note 34 (iii))","___________
688,308
_____________________","___________
1,095,670
_____________________","___________
688,308
_____________________","___________
1,095,670
_____________________"
Other receivables,,,,
Gross -Other receivables,"494,504","575,670","453,094","535,582"
Impairment,"(430,571)","(430,571)","(430,571)","(430,571)"
Net other receivables,"___________
63,933
___________","___________
145,099
___________","___________
22,523
___________","___________
105,011
___________"
