Column,Group and Company,Column
,2022,2021
,Kes’000,Kes’000
Cost,,
At the beginning of the year,"8,792","9,960"
Transfer to investment property,-,"(1,168)"
At end of year,"___________
8,792
___________","___________
8,792
___________"
Amortisation,,
At the beginning of the year,"3,856","3,937"
Charge for the year,61,45
Eliminated on transfer to investment property,-,(126)
At end of year,"___________
3,917","___________
3,856"
Net carrying amount,"___________
4,875
___________
___________","___________
4,936
___________
___________"
