Subsidiary,"Country of
incorporation","2015
%","2014
%"
Cable Holdings (Kenya) limited,Kenya,100,100
East African Cables limited,Kenya,68.4,68.4
East African Cables Tanzania limited,Tanzania,35.2,35.2
AEA (formerly Avery East Africa) limited,Kenya,94.4,94.4
TransCentury Holdings (Pty) limited,South Africa,100,100
Kewberg Cables & Braids (Pty) limited,South Africa,100,100
Tanelec Zambia limited,Zambia,56,56
Tanelec limited,Tanzania,70,70
Crystal limited,Tanzania,100,100
TC Mauritius Holdings limited,Mauritius,100,100
Cable Holdings Mauritius limited,Mauritius,100,100
TC Engineering and Contracting limited,Mauritius,100,100
TC Railway Holdings limited,Mauritius,100,100
Safari Rail Company limited,Mauritius,100,100
Civicon Africa Group limited*,Mauritius,78,62
Civicon DRC Holdings limited,Mauritius,100,100
Cableries du Congo Sarl,"Democratic Republic
of Congo",100,100
