Jean-Christian Bergeron*,Non-executive,Chairman
Anne-Solange Renouard*,Executive,"Managing Director
(Alternate to Jean-Christian Bergeron)"
Stanislas Mittelman*,Non-executive,
Jerome Burban*,Non-executive,
Margaret Shava,Non-executive,Independent Director
Joe Muchekehu,Non-executive,Independent Director
Joseph Karago,Non-executive,Independent Director
Premanand Dhoomon**,Executive,"Finance Director
(Alternate to Anne-Solange Renouard and Jerome Burban)"
Macharia Irungu,Executive,"Strategy and Corporate Affairs Director
(Alternate to Stanislas Mittelman)"
Maurice K’Anjejo,Executive,"Retired on 14 November 2017
(Alternate to Stanislas Mittelman)"
