General disclosures,Column,Column
"GRI 2: General Disclosures
2021",2-1 Organizational details,36-39
,2-2 Entities included in the organization’s sustainability reporting,35
,"2-3 Reporting period, frequency and contact point",35
,2-4 Restatements of information,N/A
,2-5 External assurance,N/A
,"2-6 Activities, value chain and other business relationships",38-39
,2-7 Employees,66
,2-8 Workers who are not employees,66
,2-9 Governance structure and composition,Annual report 13-18
,2-10 Nomination and selection of the highest governance body,Annual report 18
,2-11 Chair of the highest governance body,44
,2-12 Role of the highest governance body in overseeing the management of impacts,Annual report 13
,2-13 Delegation of responsibility for managing impacts,Annual report 14-16
,2-14 Role of the highest governance body in sustainability reporting,44
,2-15 Conflicts of interest,Annual report 11
,2-16 Communication of critical concerns,46
,2-17 Collective knowledge of the highest governance body,Annual report 15
,2-18 Evaluation of the performance of the highest governance body,Annual report 14
,2-19 Remuneration policies,Annual report 18
,2-20 Process to determine remuneration,Annual report 93
,2-21 Annual total compensation ratio,66
,2-22 Statement on sustainable development strategy,48
,2-23 Policy commitments,47
,2-24 Embedding policy commitments,47
,2-25 Processes to remediate negative impacts,57
,2-26 Mechanisms for seeking advice and raising concerns,467
