2020,Column,Column,Column
Stage 1,Stage 2,Stage 3,Total
"12-month
ECL",Lifetime ECL,Lifetime ECL,ECL
Shs’ millions,Shs’ millions,Shs’ millions,Shs’ millions
"313,002","37,397","34,709","385,108"
"36,567","10,629","4,152","51,348"
"11,695","(10,312)","(1,383)",-
"(27,409)","28,437","(1,028)",-
"(7,237)","(10,755)","17,992",-
"(5,883)","3,994","(4,108)","(5,997)"
"147,788","20,082","19,095","186,965"
"(78,401)","(7,104)","(11,337)","(96,842)"
"3,294",342,367,"4,003"
"393,416","72,710","58,459","524,585"
