Column,2018,Column,Column,Column
,Stage 1,Stage 2,Stage 3,Total
,12 month ECL,Lifetime ECL,Lifetime ECL,
,Shs’ millions,Shs’ millions,Shs’ millions,Shs’ millions
Gross carrying amount as at 1 January,"206,622","56,932","17,817","281,371"
Transfer to 12 months ECL,"4,706","(4,211)",(495),-
Transfer to Lifetime ECL not credit impaired,"(14,783)","14,893",(110),-
Transfer to Lifetime ECL credit impaired,"(3,275)","(9,267)","12,542",-
Net remeasurement,"(16,226)","(6,753)","(2,586)","(25,565)"
Net financial assets originated or purchased,"138,309","9,714",951,"148,974"
Financial assets derecognised,"(68,732)","(17,290)","(5,118)","(91,140)"
Translation differences,"(1,486)",(409),(126),"(2,021)"
Gross carrying amount as at 31 December,"245,135","43,609","22,875","311,619"
