"ategory
as defined by IAS 39)",Column,"Class
(as determined by the Bank)",Column,Subclasses
inancial assets,"Financial assets at
fair value through
profit or loss
(FVTPL)",Financial assets held for trading,Derivative financial assets,
,,"Financial assets designated at fair value
through profit or loss",Loan notes at FVTPL,
,"Loans and
receivables",Deposits and balances due from financial institutions,,
,,Due from group companies,,
,,"Loans and advances to customers
except loan notes at FVTPL","Loans to
individuals
(Agriculture
and
Consumer)",Term loans
,,,,Mobile loans
,,,,Credit cards
,,,,Mortgages
,,,"Loans to
micro, SME
and large
enterprises",Term loans
,,,,Overdrafts
,,,,Others
,,Settlement and clearing accounts,,
,,Cash balances with central banks,,
,,Other assets,,
,Held-to-maturity,Investment securities,,
,"Available-for-sale
investments",Investment securities,,
inancial liabilities,"Financial liabilities
at amortised cost",Deposits due to other financial institutions,,
,,Deposits from customers,,
,,Other liabilities,,
,,Borrowed funds,,
,,Due to group companies,,
"ff-balance sheet
nancial instruments",Loan commitments,,,
,"Guarantees, acceptances and other financial liabilities",,,
