Note,2023,2022
,Kshs ‘000,
,"1,581,547",
,"1,691,151",
,"(836,797)",
,"131,918",
,"3,273,984",
,"14,186,178",
,"1,383,855",
,"21,411,836",
,"10,332,042",
,"31,743,878",
,"7,940,868",
,"48,965,793",
,"2,051,832",
,"58,958,493",
,"90,702,371",
,"81,476,820",
,"2,586,362",
,"685,775",
,"3,505,408",
,"612,770",
,"10,000",
,"278,255",
,"89,155,390",
,"15,608,384",
,"12,249,505",
,"5,327,280",
,"10,252,628",
,"43,437,797",
,"30,527,508",
,"977,005",
,"8,400,692",
,"775,916",
,"1,209,695",
,"41,890,816",
,"1,546,981",
,"90,702,371",
