Column,2017,2016
Receivables from related parties,Kshs'000,Kshs'000
Meta Abo Breweries,"180,646","121,741"
Diageo Ireland,"176,767",119
Sumagro Limited,"100,338",-
Diageo Southern Africa,"92,450","26,009"
"Diageo North America, Inc","42,317",-
Diageo Supply Marracuene,"23,224","23,083"
Guinness Nigeria Plc,"21,490","311,697"
Diageo South Africa (Pty) Limited,"18,690",-
Diageo Great Britain Limited,"11,320","307,229"
Diageo Brands B.V.,"10,840",-
Diageo Mozambique Limitada,"10,517","10,454"
Guinness Ghana Breweries Limited,"9,841","7,518"
Guinness Cameroun S.A.,"8,129","8,525"
Other related parties,"12,423","46,665"
,"718,992","863,040"
Payables to related parties,,
Diageo Finance plc,"123,302",-
Diageo Great Britain Limited,"118,528","1,214,078"
Diageo Ireland,"84,156","565,581"
"Diageo North America, Inc","74,049","40,197"
Diageo Brands B.V.,"84,902","203,723"
Diageo Business Services Hungary,"21,062","9,195"
Diageo Business Services India,"16,060",-
Guinness Nigeria Plc,"2,602","10,512"
Other related parties,"4,243","87,742"
,"528,904","2,131,028"
