Column,NAIROBI AREA (CBD),30. Tom Mboya,Column,Column,RIFT VALLEY Locations
1. Head Office Branch,,31. Ronald Ngala,,59. Kapsabet,
2. Wabera Street,,32. Viwandani,,60. Gilgil,
3. Market Street,,33. Enterprise Road,,61. Nakuru,
4. Customer Service Centre,,34. Ngong Hills,,62. Eldoret,
,NAIROBI NORTH Locations,35. Wote,,63. Kitale,
5. Githurai,,36. Athi River,,64. Molo,
6. Mwingi,,COAST Locations,,65. Naivasha,
7. Kiambu,,37. Mombasa,,66. Nyahururu,
8. Kikuyu,,38. Malindi,,67. Kabarnet,
9. Westlands,,39. Moi Avenue,,68. Bomet,
10. Limuru,,40. Kilifi,,69. Nandi Hills,
11. Thika,,41. Voi,,70. Kericho,
12. Ruiru,,42. Mtwapa,,71. Narok,
13. Ngara,,43. Ukunda,,,WESTERN Locations
14. Uthiru,,44. Malindi,,72. Sare Awendo,
15. Garissa,,45. Likoni,,73. Luanda,
16. Ruiru,,46. Kisauni,,74. Kisumu,
17. Karuri,,47. Chaani,,75. Kisii,
18. Matuu,,48. Mariakani,,76. Busia,
,NAIROBI SOUTH Locations,,MT.KENYA Locations,77. Mumias,
19. Afya Centre,,49. Nyeri,,78. Kakamega,
20. Cannon House,,50. Embu,,79. Siaya,
21. Jogoo Road,,51. Karatina,,80. Bungoma,
22. Kenyatta Market,,52. Meru,,81. Busia,
23. Nacico,,53. Nanyuki,,82. Suna-Migori,
24. Kitui,,54. Kerugoya,,83. HomaBay,
25. Machakos,,55. Muranga,,84. Webuye,
26. Ongata Rongai,,56. Chuka,,,
27. Kibwezi,,57. Wanguru,,,OPENING SOON
28. Karen,,58. Isiolo,,Taveta,
29. Kangundo,,,,Maua,
