STATEMENT OF INCOME & FREE CASH FLOW,Column,Column,Column,Column,Column,Column
Statement of Income,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020
Fixed data revenue 554 665 665 665 775,,,,,,
Service Revenue,,554,665,665,665,775
"Construction revenue 11,583",,,,,,
Total revenue,,"12,136",665,665,665,775
Contribution margin,,"12,136",665,665,665,775
Network costs,,(328),(402),(402),(402),(476)
Construction Cost,(214),"(11,583)",-,-,-,-
EBITDA,(214),226,263,263,263,299
"EBITDA margin % on service revenue 40.8% 39.5% 39.5% 39.5% 38.6%
Taxation (56) (67) (67) (67) (79)",,,,,,
Net Income,(214),170,195,195,195,221
Free Cash Flow FY 2015 FY 2016 FY 2017 FY 2018 FY 2019 FY 2020,,,,,,
"Trading Cash Flow (214) 226 263 263 263 299
Working Capital Changes (903) (6,170) 1,533 1,374 1,374 1,263
Movement in Stocks (7,227) 7,227 0 0 0 0
Movement in Debtors 0 (7,073) 1,533 1,374 1,374 1,263
Movement in Creditors 6,324 (6,324) 0 0 0 0",,,,,,
Operating / Free Cash Flow,"(1,117)","(5,944)","1,795","1,637","1,637","1,563"
