Susan Mudhune,Chairperson,√,√,√,√
Nancy W Macharia,Member,√,√,√,√
John Otty,Member,√,√,√,√
Esther Koimett,Member,-,√,√,√
Robert Collymore,CEO,√,√,√,√
John Tombleson,CFO,√,√,√,√
Nicholas Mulila,"Director, Risk Management",√,√,√,√
Denish Osodo,"Director, Internal Audit",√,√,√,√
Anne Eriksson,"Representing PwC, External Auditors",√,√,√,√
Fridaclare Katusya,"Representing PwC, External Auditors",√,√,√,-
Laolu Akindele,"Representing PwC, External Auditors",√,√,-,√
Enid Muriuki,Company Secretary,√,√,√,√
Kathryne Maundu,Company Secretary,-,-,-,√
