Column,A. NAIROBI AREA,Column,B. WESTERN LOCATIONS,Column,C. MT KENYA LOCATIONS
1. Kenyatta Avenue,,9. Kisii,,27. Karatina,
2. Harambee Avenue,,10. Bungoma,,28. Nyeri,
3. Hill Plaza,,11. Busia,,29. Meru,
4. Hospital (KNH) branch,,12. Sare Awendo,,,
5. JKIA agency,,13. Kisumu,,,
6. Times Tower sub branch,,,,,
7. Wilson Airport agency,,,E. NAIROBI NORTH,,G. EASTERN LOCATIONS
8. Card Center branch,,21. Limuru,,30. Kitui,
,D. RIFT VALLEY,22. Ruiru,,,
14. Kitale,,,,,
15. Nakuru,,,F. COAST LOCATIONS,,
16. Molo,,23. Portway Hse,,,
17. Narok,,24. Moi Airport agency,,,
18. Kapsabet,,25. Port Agency (Kilindini),,,
19. Moi University agency,,26. Nkurumah Rd.,,,
20. Eldoret,,,,,
