Column,A. THIKA,Column,B. KERUGOYA,Column,C. MURARANDIA
1. Mundoro,,5. Kimunye,,8. Ichichi,
2. Munyuine,,6. Kamande,,9. Kahuro,
3. Gatura,,7. Kagumo,,,
4. Gakoe,,,,,
,D. KANGEMA,,E. KANGARI,,F. EMBU
10. Kiruri,,20. Kirere,,26. Runyenjes,
11. Kihoya,,21. Gikoe,,27. Siakago,
12. Wanjerere,,22. Mununga,,,
13. Kanyenyaini,,23. Ndakaini,,G. CHUKA,
14. Mioro,,24. Ndunyu-chege,,28. Chogoria,
15. Gacharegeini,,25. Hekima girls,,,
16. Wanyeji,,,,I. NAIVASHA,
17. Kiamara,,,H. OTHAYA,30. Njabini,
18. Ichichi,,29. Kagicha,,31. Engineer,
19. Gikoe,,,,,
,J. MERU,,K. KIRIAINI,,L. NYAHURURU
32. Mitunguu,,34. Kagicha,,37. Ol-kalou,
33. Gitongo,,35. Kairo,,38. Subukia,
,,36. Gikoe,,39. Miharati,
,,,,40. Kinamba,
,M. MURANG'A,,N. KERICHO,,O. MUMIAS-BUTERE
41. Maragua,,42. Litein,,43. Mumias,
,,,O. NORTHERN KENYA,,
,,44. Wajir,,,
,,45. Moyale,,,
